,count,count,count,count,count,count,count,count,body_camera,body_camera,body_camera,body_camera,body_camera,body_camera,body_camera,body_camera
Dime Box,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dinosaur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinuba,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Discovery Bay,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
District Heights,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dixon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Doddridge County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dolgeville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dolton,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Dora,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Doral,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dorchester,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dos Palos,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Dothan,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Douglas,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Douglas City,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas County,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
Douglasville,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Dover,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Dover Township,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Downey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doyline,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Doña Ana County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Draper,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Drennen,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Duarte,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ducor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Duluth,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0
Dumas,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dumfries,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Duncan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Duncanville,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dundalk,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Dundee,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dunkirk,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dunnellon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dunsmuir,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dunwoody,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Durango,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Durham,1,1,3,1,1,0,0,1,0,0,0,1,1,0,0,0
Dyer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dyersburg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eagan,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0
Eagar,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eagle Mountain,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eagle Point,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eagle River,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Easley,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
East Baton Rouge,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
East Bernstadt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Cleveland,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
East Flat Rock,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Hartford,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
East Hollywood,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Los Angeles,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
East Northport,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
East Peoria,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
East Point,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
East Ridge,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East St. Louis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Stroudsburg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Troy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Wenatchee,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastaboga,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eaton County,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Eaton Rapids Township,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eatonville,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Eau Claire,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0
Ebey Island,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eckford Township,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Eclectic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewater,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Edgewood,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Edinburg,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Edison,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Edmond,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Edmonds,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Edmonton,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edmore,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Edmund,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Efland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ehrenberg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El Cajon,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
El Centro,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
El Cerrito,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
El Mirage,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
El Monte,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
El Paso,4,3,1,1,4,3,2,1,0,0,0,0,0,0,0,0
El Paso County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
El Sereno,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Elberton,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldorado,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Eldorado Springs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elgin,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Elizabeth City,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Elizabethon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Elizabethton,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Elizabethtown,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
Elk Grove,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elk Plain,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elkhart,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Elkhorn,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elkins,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elkmont,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Elko,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Elkridge,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Elkton,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ellis County,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis Township,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Elmendorf,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Elmira,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Elmwood Place,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Elsmere,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elyria,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Emery County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Emeryville,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Emmitsburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Emporia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Encinitas,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
England,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Englewood,0,0,3,0,1,1,1,0,0,0,1,0,0,0,1,0
English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Enid,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Enoree,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Epping,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Erie,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernul,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Escalon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Escambia County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Escondido,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0
Espanola,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Essex,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
Estancia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Estero,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Estill Springs,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ethel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Etowah,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Euclid,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Eufaula,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Eugene,2,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0
Euless,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eureka,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Eureka County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eustis,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
Evangeline Parish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evans,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Evans County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Evanston,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Evansville,0,1,1,2,2,2,1,2,0,1,1,0,1,1,0,1
Everett,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Everton,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fair Oaks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairbanks,2,1,3,0,3,0,2,1,0,1,1,0,0,0,0,0
Fairborn,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairburn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fairchance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairchild,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fairfax,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0
Fairhope,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairmont,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Fairview,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Falcon Heights,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Falfurrias,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fall River,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Falls Church,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falls Township,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Falmouth,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fargo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Farmers Branch,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Farmingdale,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Farmington,0,1,2,1,1,2,2,2,0,0,0,0,1,1,1,0
Farmville,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fayette,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fayette County,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fayetteville,0,3,1,1,2,4,0,1,0,2,0,0,0,0,0,0
Federal Heights,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Way,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0
Ferguson,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Fife,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Findlay,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finney County,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fishers,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fisty,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flagstaff,0,3,1,1,3,0,0,0,0,3,1,1,1,0,0,0
Flatwoods,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Fleetwood,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fletcher,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Flint,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
Floral City,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Florence,0,3,1,1,1,2,2,0,0,0,0,0,0,0,0,0
Florence County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Floresville,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Florida City,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Florissant,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Flossmoor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Flour Bluff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Floyd County,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Follansbee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fond du Lac,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fontana,4,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0
Fordoche,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Forest Hill,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Forest Lake,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
Forest Park,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Foresthill,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Forks Township,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forksville,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Formosa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Forrest City,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Fort Apache Reservation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fort Ashby,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Atkinson,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fort Carson,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Fort Collins,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Fort Defiance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fort Dodge,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Fort Lauderdale,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
Fort Littleton,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Lupton,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Fort Madison,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fort Meade,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Mohave,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fort Morgan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fort Myers,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Fort Pierce,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
Fort Smith,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Fort Stockton,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Sumner,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fort Valley,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fort Walton Beach,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fort Washington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fort Wayne,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Worth,5,2,1,3,6,0,2,1,0,1,1,0,3,0,1,1
Foster Township,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fountain,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fountain Inn,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Fountain Valley,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fox Crossing,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Frametown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfort,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Franklin,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
Franklin County,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Franklin Township,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Franklinton,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Frederica,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederick,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Frederickson,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredonia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Freeport,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fremont,2,0,1,1,1,0,4,0,0,0,0,0,1,0,3,0
French Lick,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fresno,6,2,3,3,4,3,1,4,3,2,2,2,1,1,1,1
Fridley,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friendly Hills,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Friendswood,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fritch,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Frostproof,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fruita,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fruithurst,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fruitland Park,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ft. Lauderdale,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullerton,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0
Fulshear,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Fulton,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Fuqua,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gadsden,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gaines Township,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Gainesville,0,2,1,0,3,0,1,0,0,0,0,0,1,0,0,0
Gaitherburg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gaithersburg,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
Galesburg,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
Gallatin,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gallatin County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gallup,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galveston,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Garden City,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0
Garden Grove,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Gardena,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
Gardner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gardnerville Ranchos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garland,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0
Gary,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0
Gaston County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gastonia,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Gates,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gautier,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Genesee Township,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Geneseo,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Geneva,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Geneva Township,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0
Georgetown County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Germantown,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gerrardstown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghent,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gibson,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibson County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giddings,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gifford,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1
Gillette,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
Gilmer,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Gilroy,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Girard,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Glade Spring,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gladewater,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Glen Burnie,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Glen Valley,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Glendale,2,2,4,2,2,1,3,2,0,0,1,0,1,0,0,0
Glendora,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Glennville,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Glenoma,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Glenpool,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Glenville,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenwood,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Glenwood Springs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Globe,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gobles,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Goetz,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Golden,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Shores,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Valley,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Goleta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gonic,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gonzales County,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Goochland County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Goodbee,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gooding,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Goodman,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Goodview,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Goodyear,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Goose Creek,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gordon County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gorham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Goshen,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grafton,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Graham,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Graham County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Grand Canyon Caverns,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Grand Forks,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Grand Island,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Grand Junction,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Grand Prairie,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Grand Prarie,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Grand Rapids,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Grand Terrace,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grandview,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Granite Falls,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Grant County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Grant-Valkaria,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Grants Pass,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grantsboro,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Grantsville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Grapeview,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grass Valley,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gray,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Grayson County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
