,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,age_binned,armed_3,armed_4,armed_7,count,month,year,quarter,state_name,PopEstimate2015,PopEstimate2016,PopEstimate2017,PopEstimate2018,PopEstimate2019,PopEstimate2020,PopEstimate2021
3318,2018-05-06,shot,gun,73,M,White,Fairview,OH,True,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,5,2018,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3319,2018-05-12,shot,gun,55,M,White,Columbus,OH,False,attack,Car,False,True,45-59,armed,gun,gun,1,5,2018,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3320,2018-05-16,shot,knife,59,M,White,Martins Ferry,OH,False,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,5,2018,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3321,2018-05-19,shot,gun,30,M,White,Columbus,OH,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,5,2018,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3322,2018-05-24,shot,unarmed,33,M,White,Cleveland,OH,True,attack,Not fleeing,False,True,30-44,unarmed,unarmed,unarmed,1,5,2018,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3323,2018-06-06,shot,gun,47,M,White,Delaware,OH,True,other,Not fleeing,False,True,45-59,armed,gun,gun,1,6,2018,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3324,2018-06-13,shot,gun,44,M,White,Pike County,OH,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,6,2018,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3325,2018-06-20,shot,gun,29,M,White,Parma,OH,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,6,2018,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3326,2018-06-22,shot,knife,37,M,White,Fairfield,OH,False,attack,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2018,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3327,2018-07-21,shot,knife,56,M,White,Toledo,OH,False,attack,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,7,2018,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3328,2018-07-28,shot,gun,25,M,Black,Toledo,OH,False,other,Foot,True,True,18-29,armed,gun,gun,1,7,2018,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3329,2018-08-09,shot,gun,28,M,Black,Columbus,OH,False,attack,Foot,False,True,18-29,armed,gun,gun,1,8,2018,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3330,2018-08-11,shot,gun,49,M,None,Akron,OH,True,attack,Foot,False,True,45-59,armed,gun,gun,1,8,2018,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3331,2018-08-23,shot,sharp object,23,F,White,Columbus,OH,False,attack,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,8,2018,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3332,2018-08-24,shot,toy weapon,20,M,Black,Cincinnati,OH,False,attack,Not fleeing,True,True,18-29,unarmed,unarmed,toy weapon,1,8,2018,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3333,2018-08-29,shot,gun,72,M,White,Washington Court House,OH,False,other,Not fleeing,False,True,60-75,armed,gun,gun,1,8,2018,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3334,2018-10-14,shot,gun,22,M,Black,Jeffersonville,OH,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,10,2018,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3335,2018-10-15,shot,gun,58,M,Hispanic,Hilltop,OH,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,10,2018,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3336,2018-11-21,shot,gun,52,M,White,Franklinton,OH,True,other,Not fleeing,False,True,45-59,armed,gun,gun,1,11,2018,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3337,2018-12-07,shot,gun,16,M,Black,Columbus,OH,False,attack,Not fleeing,False,True,Under 18,armed,gun,gun,1,12,2018,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3338,2018-12-16,shot,gun,60,M,White,Apple Creek,OH,True,other,Not fleeing,True,True,45-59,armed,gun,gun,1,12,2018,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3339,2018-12-20,shot,Taser,23,M,White,Toledo,OH,False,attack,Not fleeing,False,True,18-29,armed,other weapon,other weapon,1,12,2018,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3340,2019-01-02,shot,vehicle,35,M,Black,Niles,OH,False,attack,Foot,False,True,30-44,armed,other weapon,other weapon,1,1,2019,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3341,2019-02-07,shot,gun,49,M,White,Barberton,OH,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,2,2019,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3342,2019-02-12,shot,knife,58,M,Black,Defiance,OH,False,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,2,2019,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3343,2019-02-26,shot,gun,48,M,White,Struthers,OH,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,2,2019,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3344,2019-03-18,tasered and shot,sharp object,36,M,White,Mansfield,OH,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,3,2019,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3345,2019-06-20,shot,gun,38,M,White,Ashville,OH,False,other,Car,False,True,30-44,armed,gun,gun,1,6,2019,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3346,2019-06-23,shot,knife,29,M,White,Springfield,OH,True,attack,Foot,False,True,18-29,armed,other weapon,knife/cutting instrument,1,6,2019,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3347,2019-06-26,shot,sharp object,32,M,Black,Sugarcreek,OH,False,attack,Not fleeing,True,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2019,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3348,2019-07-02,shot,gun,39,M,Black,Elyria,OH,False,attack,Car,False,True,30-44,armed,gun,gun,1,7,2019,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3349,2019-07-08,shot,gun,23,M,White,Brooklyn,OH,True,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,7,2019,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3350,2019-07-31,shot,gun,46,M,None,Cincinnati,OH,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,7,2019,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3351,2019-08-04,shot,gun,24,M,White,Dayton,OH,True,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,8,2019,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3352,2019-08-22,shot,Taser,29,M,Black,Dayton,OH,False,attack,Foot,False,True,18-29,armed,other weapon,other weapon,1,8,2019,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3353,2019-09-03,shot,vehicle,46,M,White,Van Wert,OH,True,other,Car,False,True,45-59,armed,other weapon,other weapon,1,9,2019,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3354,2019-09-11,shot,gun,18,M,Black,Columbus,OH,False,other,Car,False,True,Under 18,armed,gun,gun,1,9,2019,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3355,2019-10-21,shot,gun,21,M,White,Trotwood,OH,False,attack,Car,False,True,18-29,armed,gun,gun,1,10,2019,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3356,2019-11-05,shot,gun,48,M,Black,East Cleveland,OH,False,attack,Not fleeing,True,True,45-59,armed,gun,gun,1,11,2019,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3357,2019-11-07,shot,BB gun,26,M,White,Wadsworth,OH,True,attack,Not fleeing,False,True,18-29,armed,other weapon,air/bb/pellet guns,1,11,2019,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3358,2019-11-07,shot,gun,37,M,White,Ashtabula Township,OH,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2019,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3359,2019-11-15,shot,gun,27,M,Black,Cleveland,OH,False,other,Foot,False,True,18-29,armed,gun,gun,1,11,2019,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3360,2019-11-16,shot,unarmed,41,M,White,Alliance,OH,False,attack,Foot,False,True,30-44,unarmed,unarmed,unarmed,1,11,2019,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3361,2019-11-27,shot,sword,40,M,Black,Mansfield,OH,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,11,2019,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3362,2019-12-15,shot,gun,40,M,Other,Akron,OH,True,other,Foot,False,True,30-44,armed,gun,gun,1,12,2019,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3363,2019-12-28,shot,knife,31,M,White,Lancaster,OH,True,attack,Not fleeing,True,True,30-44,armed,other weapon,knife/cutting instrument,1,12,2019,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3364,2020-01-09,shot,gun,41,M,White,Powatan Point,OH,False,other,Car,False,True,30-44,armed,gun,gun,1,1,2020,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3365,2020-01-25,shot,gun,34,M,Black,Columbus,OH,False,other,Foot,False,True,30-44,armed,gun,gun,1,1,2020,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3366,2020-01-30,shot,gun,41,M,White,Hockingport,OH,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2020,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3367,2020-01-30,shot,gun,15,M,Black,Columbus,OH,False,attack,Not fleeing,False,True,Under 18,armed,gun,gun,1,1,2020,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3368,2020-02-20,shot,gun,17,M,Black,Columbus,OH,False,attack,Not fleeing,False,True,Under 18,armed,gun,gun,1,2,2020,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3369,2020-02-26,shot,knife,54,M,None,Sylvania Township,OH,False,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,2,2020,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3370,2020-03-06,shot,gun,24,M,Black,Fairfield,OH,False,other,Not fleeing,False,True,18-29,armed,gun,gun,1,3,2020,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3371,2020-03-07,shot,vehicle,43,M,White,Harrison Township,OH,False,attack,Car,False,True,30-44,armed,other weapon,other weapon,1,3,2020,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3372,2020-05-14,shot,knife,49,M,White,Union Township,OH,True,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,5,2020,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3373,2020-05-26,shot,gun,47,M,None,Parma,OH,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,5,2020,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3374,2020-06-28,shot,gun,68,M,White,Kettering,OH,True,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,6,2020,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3375,2020-07-12,shot,vehicle,36,F,White,Butler Township,OH,False,attack,Car,False,True,30-44,armed,other weapon,other weapon,1,7,2020,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3376,2020-07-31,shot,knife,34,M,None,Brunswick,OH,True,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2020,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3377,2020-08-04,shot,gun,44,M,White,Warren,OH,True,other,Not fleeing,False,True,30-44,armed,gun,gun,1,8,2020,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3378,2020-10-20,shot,gun,48,M,Black,Elmwood Place,OH,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,10,2020,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3379,2020-11-10,shot,gun,44,M,White,New Lyme Township,OH,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2020,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3380,2020-11-13,shot,gun,19,M,Black,Cleveland,OH,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,11,2020,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3381,2020-12-03,shot,gun,60,M,White,Washington Township,OH,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,12,2020,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3382,2020-12-04,shot,gun,23,M,Black,Columbus,OH,False,other,Not fleeing,False,True,18-29,armed,gun,gun,1,12,2020,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3383,2020-12-05,shot,gun,34,M,Black,Toledo,OH,True,attack,Not fleeing,True,True,30-44,armed,gun,gun,1,12,2020,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3384,2020-12-06,shot,gun,37,M,Black,Dayton,OH,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,12,2020,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3385,2020-12-11,shot,gun,31,M,Black,Cleveland,OH,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,12,2020,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3386,2020-12-22,shot,unarmed,47,M,Black,Columbus,OH,False,undetermined,Not fleeing,True,True,45-59,unarmed,unarmed,unarmed,1,12,2020,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3387,2021-01-05,shot,gun,18,M,Black,Cleveland,OH,False,other,Other,True,True,Under 18,armed,gun,gun,1,1,2021,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3388,2021-01-11,shot,gun,31,M,White,Liberty Township,OH,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2021,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3389,2021-01-18,shot,gun,27,M,Black,Toledo,OH,True,attack,Foot,False,True,18-29,armed,gun,gun,1,1,2021,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3390,2021-02-05,tasered and shot,knife,25,M,Black,Trotwood,OH,False,other,Foot,False,True,18-29,armed,other weapon,knife/cutting instrument,1,2,2021,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3391,2021-02-10,shot,gun,27,M,Black,East Cleveland,OH,False,other,Not fleeing,False,True,18-29,armed,gun,gun,1,2,2021,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3392,2021-03-05,shot,gun,43,M,Black,Columbus,OH,False,attack,Car,False,True,30-44,armed,gun,gun,1,3,2021,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3393,2021-03-12,tasered and shot,knife,24,M,White,Harrison Township,OH,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,3,2021,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3394,2021-03-21,shot,unarmed,24,M,Hispanic,Sylvania Township,OH,False,other,Foot,False,True,18-29,unarmed,unarmed,unarmed,1,3,2021,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3395,2021-03-24,shot,gun,33,M,Black,Canton,OH,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,3,2021,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3396,2021-04-09,shot,gun,50,M,None,Bethel Township,OH,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,4,2021,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3397,2021-04-12,tasered and shot,gun,27,M,Black,Westerville,OH,False,attack,Not fleeing,True,True,18-29,armed,gun,gun,1,4,2021,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3398,2021-04-15,shot,gun,25,M,Black,Cleveland,OH,False,attack,Foot,True,True,18-29,armed,gun,gun,1,4,2021,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3399,2021-04-20,shot,knife,16,F,Black,Columbus,OH,False,other,Not fleeing,True,True,Under 18,armed,other weapon,knife/cutting instrument,1,4,2021,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3400,2021-05-02,shot,gun,57,M,None,Hamilton Township,OH,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,5,2021,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3401,2021-07-04,shot,gun,36,M,White,Ravenna Township,OH,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,7,2021,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3402,2021-07-19,shot,gun,50,M,White,Toledo,OH,True,attack,Other,True,True,45-59,armed,gun,gun,1,7,2021,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3403,2021-07-27,shot,vehicle,37,M,White,Nelsonville,OH,False,attack,Car,True,True,30-44,armed,other weapon,other weapon,1,7,2021,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3404,2021-07-29,shot,knife,31,M,None,Mansfield,OH,False,attack,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2021,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3405,2021-08-04,shot,unknown weapon,34,M,None,Mifflin Township,OH,True,other,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,8,2021,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3406,2021-09-06,shot,gun,41,M,None,Miami Township,OH,False,attack,Not fleeing,True,True,30-44,armed,gun,gun,1,9,2021,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3407,2021-09-29,tasered and shot,knife,26,M,None,Columbus,OH,False,other,Not fleeing,True,True,18-29,armed,other weapon,knife/cutting instrument,1,9,2021,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3408,2021-10-26,shot,gun,57,M,White,Leroy Township,OH,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,10,2021,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3409,2021-12-08,shot,gun,18,M,None,Columbus,OH,False,attack,Not fleeing,False,True,Under 18,armed,gun,gun,1,12,2021,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3410,2021-12-12,shot,gun,39,M,Black,Cleveland,OH,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,12,2021,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3411,2021-12-14,shot,gun,21,M,None,Dayton,OH,True,other,Not fleeing,False,True,18-29,armed,gun,gun,1,12,2021,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3412,2021-12-23,shot,knife,58,M,White,Akron,OH,False,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,12,2021,4,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3413,2022-01-01,shot,gun,46,M,Black,Canton,OH,False,undetermined,Not fleeing,True,True,45-59,armed,gun,gun,1,1,2022,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3414,2022-02-11,shot,gun,35,M,White,Monroe,OH,True,other,Not fleeing,False,True,30-44,armed,gun,gun,1,2,2022,1,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3415,2022-04-01,shot,gun and vehicle,35,M,White,Youngstown,OH,False,other,Car,True,True,30-44,armed,gun,gun,1,4,2022,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3416,2022-04-13,shot,gun,23,M,None,Ashtabula,OH,True,other,Not fleeing,False,True,18-29,armed,gun,gun,1,4,2022,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3417,2022-04-14,shot,undetermined,60,M,Black,Huber Heights,OH,False,undetermined,Not fleeing,False,True,45-59,undetermined,undetermined,undetermined,1,4,2022,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3418,2022-05-04,shot,gun,27,M,None,Moraine,OH,False,attack,Not fleeing,True,True,18-29,armed,gun,gun,1,5,2022,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3419,2022-05-14,shot,gun,66,F,None,Windham Township,OH,False,other,Not fleeing,False,True,60-75,armed,gun,gun,1,5,2022,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3420,2022-05-19,shot,undetermined,19,M,None,Washington County,OH,False,other,Car,False,True,18-29,undetermined,undetermined,undetermined,1,5,2022,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3421,2022-05-20,shot,gun,47,F,None,Miami Township,OH,True,attack,Not fleeing,True,True,45-59,armed,gun,gun,1,5,2022,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3422,2022-05-30,shot,toy weapon,33,M,None,Marysville,OH,False,other,Not fleeing,True,True,30-44,unarmed,unarmed,toy weapon,1,5,2022,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3423,2022-05-30,shot,gun,22,M,None,Cleveland,OH,False,attack,Other,False,True,18-29,armed,gun,gun,1,5,2022,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3424,2022-06-02,shot,gun,42,M,None,Cleveland,OH,False,attack,Not fleeing,True,True,30-44,armed,gun,gun,1,6,2022,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3425,2022-06-07,shot,undetermined,20,M,None,Columbus,OH,False,undetermined,Not fleeing,True,True,18-29,undetermined,undetermined,undetermined,1,6,2022,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3426,2022-06-21,shot,gun,43,M,None,Lima,OH,False,attack,Other,False,True,30-44,armed,gun,gun,1,6,2022,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3427,2022-06-24,shot,gun,47,F,None,Gurnsey County,OH,False,attack,Car,False,True,45-59,armed,gun,gun,1,6,2022,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3428,2022-06-27,shot,unarmed,25,M,Black,Akron,OH,False,other,Other,True,True,18-29,unarmed,unarmed,unarmed,1,6,2022,2,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3429,2022-07-11,shot,knife,27,M,None,Mason,OH,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,7,2022,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3430,2022-07-12,shot,gun,65,M,None,Lebanon,OH,False,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,7,2022,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3431,2022-07-17,shot,undetermined,58,M,None,Hillsboro,OH,False,undetermined,Car,False,True,45-59,undetermined,undetermined,undetermined,1,7,2022,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3432,2022-07-23,shot,gun,34,M,None,Madisonville,OH,False,attack,Not fleeing,True,True,30-44,armed,gun,gun,1,7,2022,3,Ohio,11617527,11634370,11659650,11676341,11689100,11790587,11780017
3433,2015-01-07,shot,gun,37,M,Black,New Orleans,LA,False,attack,Foot,True,True,30-44,armed,gun,gun,1,1,2015,1,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047
3434,2015-01-15,shot,gun,33,M,White,Evangeline Parish,LA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2015,1,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047
3435,2015-02-23,shot,gun,47,M,White,Denham Springs,LA,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,2,2015,1,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047
3436,2015-03-10,shot,gun,31,M,Black,Baton Rouge,LA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,3,2015,1,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047
3437,2015-03-20,shot,machete,63,M,Black,New Orleans,LA,True,attack,Not fleeing,False,True,60-75,armed,other weapon,knife/cutting instrument,1,3,2015,1,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047
3438,2015-04-02,shot,gun,27,M,White,Pineville,LA,True,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,4,2015,2,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047
3439,2015-04-06,shot,gun,25,M,Black,Harvey,LA,False,attack,Foot,False,True,18-29,armed,gun,gun,1,4,2015,2,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047
3440,2015-04-28,shot,gun,21,M,Black,New Orleans,LA,False,attack,Not fleeing,True,True,18-29,armed,gun,gun,1,4,2015,2,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047
3441,2015-05-08,shot,gun,48,M,Black,Harvey,LA,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,5,2015,2,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047
3442,2015-05-26,shot,undetermined,24,M,White,Bossier City,LA,False,attack,Not fleeing,False,True,18-29,undetermined,undetermined,undetermined,1,5,2015,2,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047
3443,2015-07-25,shot,blunt object,60,M,White,New Orleans,LA,True,attack,Car,False,True,45-59,armed,other weapon,other weapon,1,7,2015,3,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047
3444,2015-07-26,shot,gun,33,M,Black,Shreveport,LA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,7,2015,3,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047
3445,2015-07-27,shot,toy weapon,45,M,White,Houma,LA,True,attack,Car,False,True,30-44,unarmed,unarmed,toy weapon,1,7,2015,3,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047
3446,2015-09-06,shot,gun,28,M,Black,Shreveport,LA,True,attack,Car,False,True,18-29,armed,gun,gun,1,9,2015,3,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047
3447,2015-09-15,shot,railroad spikes,21,M,Black,Chalmette,LA,False,attack,Not fleeing,False,True,18-29,armed,other weapon,other weapon,1,9,2015,3,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047
3448,2015-09-15,shot,gun,27,M,Black,Alexandria,LA,False,other,Not fleeing,False,True,18-29,armed,gun,gun,1,9,2015,3,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047
3449,2015-09-19,shot,gun,46,M,White,Slidell,LA,False,attack,Car,False,True,45-59,armed,gun,gun,1,9,2015,3,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047
