,date,manner_of_death,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,age_binned,armed_3,armed_4,armed_7,count,month,year,quarter,state_name,PopEstimate2015,PopEstimate2016,PopEstimate2017,PopEstimate2018,PopEstimate2019,PopEstimate2020,PopEstimate2021
6771,2019-10-23,shot,29,M,Black,New York,NY,False,attack,Not fleeing,True,True,18-29,armed,gun,gun,1,10,2019,4,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6772,2019-10-25,shot,33,M,Black,New York,NY,True,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,10,2019,4,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6773,2019-12-03,shot,31,M,Black,Syracuse,NY,False,attack,Not fleeing,True,True,30-44,armed,gun,gun,1,12,2019,4,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6774,2019-12-10,tasered and shot,55,M,White,Arietta,NY,True,attack,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,12,2019,4,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6775,2019-12-19,tasered and shot,21,M,Black,Brentwood,NY,False,attack,Foot,False,True,18-29,armed,gun,gun,1,12,2019,4,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6776,2019-12-21,shot,57,M,White,Ithaca,NY,True,attack,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,12,2019,4,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6777,2020-01-09,shot,37,M,Black,New York,NY,False,attack,Foot,True,True,30-44,armed,gun,gun,1,1,2020,1,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6778,2020-01-29,shot,34,M,White,Deposit,NY,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2020,1,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6779,2020-02-25,shot,19,M,Black,New York,NY,False,attack,Car,False,True,18-29,armed,other weapon,other weapon,1,2,2020,1,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6780,2020-03-19,tasered and shot,47,M,White,Port Jervis,NY,True,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,3,2020,1,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6781,2020-03-24,shot,34,M,White,Schenectady,NY,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,3,2020,1,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6782,2020-03-27,shot,26,M,Black,Newburgh,NY,False,attack,Not fleeing,True,True,18-29,armed,gun,gun,1,3,2020,1,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6784,2020-05-27,shot,58,M,White,Geneseo,NY,False,attack,Car,False,True,45-59,armed,gun,gun,1,5,2020,2,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6785,2020-06-02,shot,33,M,Black,Brooklyn,NY,False,other,Not fleeing,True,True,30-44,armed,gun,gun,1,6,2020,2,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6786,2020-06-06,shot,24,M,Black,New Rochelle,NY,False,attack,Foot,False,True,18-29,armed,gun,gun,1,6,2020,2,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6787,2020-06-07,shot,26,M,White,East Northport,NY,False,other,Not fleeing,False,True,18-29,armed,other weapon,air/bb/pellet guns,1,6,2020,2,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6788,2020-06-19,shot,24,M,White,Sodus,NY,False,attack,Not fleeing,True,True,18-29,armed,gun,gun,1,6,2020,2,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6789,2020-09-04,shot,33,M,Black,Syracuse,NY,False,other,Not fleeing,True,True,30-44,armed,gun,gun,1,9,2020,3,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6790,2020-10-08,shot,24,M,Black,New York,NY,False,attack,Other,True,True,18-29,armed,gun,gun,1,10,2020,4,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6791,2020-10-19,tasered and shot,46,M,White,Coram,NY,False,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,10,2020,4,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6792,2020-11-24,shot,41,M,Black,Queens,NY,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2020,4,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6793,2020-12-04,shot,35,M,Black,New York,NY,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,12,2020,4,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6794,2020-12-13,shot,52,M,Hispanic,New York,NY,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,12,2020,4,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6795,2020-12-29,shot,18,M,Hispanic,New York,NY,False,attack,Not fleeing,False,True,Under 18,armed,other weapon,knife/cutting instrument,1,12,2020,4,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6797,2021-03-04,shot,17,M,White,Jamesville,NY,True,attack,Foot,False,True,Under 18,unarmed,unarmed,toy weapon,1,3,2021,1,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6799,2021-03-10,shot,29,M,Black,Rochester,NY,True,other,Foot,True,True,18-29,armed,other weapon,knife/cutting instrument,1,3,2021,1,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6800,2021-04-03,shot,21,M,Hispanic,New York,NY,False,undetermined,Not fleeing,False,True,18-29,undetermined,undetermined,undetermined,1,4,2021,2,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6802,2021-05-14,shot,28,M,White,Rochester,NY,False,other,Car,True,True,18-29,armed,gun,gun,1,5,2021,2,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6804,2021-06-04,shot,29,M,Black,Rochester,NY,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,6,2021,2,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6805,2021-06-12,shot,31,M,White,Wallkill,NY,True,undetermined,Not fleeing,True,True,30-44,undetermined,undetermined,undetermined,1,6,2021,2,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6810,2021-10-04,shot,66,M,White,Walton,NY,True,attack,Not fleeing,False,True,60-75,armed,other weapon,other weapon,1,10,2021,4,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6813,2021-11-11,shot,65,M,White,New York,NY,False,other,Car,False,True,60-75,armed,gun,gun,1,11,2021,4,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6818,2022-01-21,shot,47,M,Black,New York,NY,False,attack,Foot,False,True,45-59,armed,gun,gun,1,1,2022,1,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6819,2022-02-12,shot,38,M,White,Buffalo,NY,False,attack,Car,True,True,30-44,armed,other weapon,other weapon,1,2,2022,1,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6820,2022-04-20,shot,28,M,Black,Yonkers,NY,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,4,2022,2,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913
6827,2015-02-09,shot,61,M,White,Smyrna,ME,True,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,2,2015,1,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6828,2015-12-01,shot,23,M,White,Bangor,ME,False,attack,Foot,False,True,18-29,armed,gun,gun,1,12,2015,4,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6829,2016-05-07,tasered and shot,29,M,Other,Presque Isle,ME,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2016,2,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6830,2016-11-27,shot,59,M,White,Naples,ME,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,11,2016,4,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6831,2017-01-22,shot,57,M,White,Waldoboro,ME,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,1,2017,1,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6832,2017-02-10,shot,25,M,White,Vassalboro,ME,False,other,Not fleeing,False,True,18-29,undetermined,undetermined,undetermined,1,2,2017,1,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6833,2017-02-10,shot,18,F,White,Vassalboro,ME,False,other,Not fleeing,False,True,Under 18,unarmed,unarmed,unarmed,1,2,2017,1,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6834,2017-02-18,shot,22,M,Black,Portland,ME,True,other,Not fleeing,False,True,18-29,unarmed,unarmed,toy weapon,1,2,2017,1,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6835,2017-03-17,shot,25,M,White,Presque Isle,ME,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,3,2017,1,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6836,2017-05-20,shot,65,M,White,Belgrade,ME,False,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,5,2017,2,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6837,2017-05-29,shot,37,M,White,Arundel,ME,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,5,2017,2,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6838,2017-06-06,shot,54,M,White,Orrington,ME,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,6,2017,2,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6839,2017-07-05,shot,51,M,White,Madison,ME,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,7,2017,3,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6841,2018-05-14,shot,54,M,White,Wales,ME,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,5,2018,2,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6842,2018-11-29,shot,37,M,White,Old Town,ME,False,undetermined,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,11,2018,4,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6843,2019-05-21,shot,29,M,White,Auburn,ME,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,5,2019,2,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6844,2019-05-31,shot,32,M,White,Gorham,ME,False,attack,Car,False,True,30-44,armed,other weapon,other weapon,1,5,2019,2,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6845,2019-12-27,shot,16,M,Hispanic,Limerick,ME,False,other,Not fleeing,False,True,Under 18,armed,gun,gun,1,12,2019,4,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6846,2020-02-02,shot,44,M,White,Minot,ME,True,attack,Foot,False,True,30-44,armed,gun,gun,1,2,2020,1,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6847,2020-04-14,shot,31,M,White,Old Town,ME,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,4,2020,2,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6848,2020-04-24,shot,59,M,White,Hiram,ME,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,4,2020,2,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6849,2020-12-18,shot,41,M,White,Jefferson,ME,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,12,2020,4,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6850,2021-02-11,shot,32,M,White,Waterville,ME,False,other,Foot,False,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2021,1,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6853,2021-09-27,shot,36,M,White,Auburn,ME,False,other,Foot,False,True,30-44,armed,other weapon,other weapon,1,9,2021,3,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6856,2022-02-28,shot,37,F,White,Topsham,ME,False,undetermined,Not fleeing,False,True,30-44,undetermined,undetermined,undetermined,1,2,2022,1,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247
6860,2015-02-11,shot,46,M,White,Dadeville,AL,True,attack,Foot,True,True,45-59,unarmed,unarmed,toy weapon,1,2,2015,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6861,2015-02-20,shot,38,M,Black,Homewood,AL,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,2,2015,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6862,2015-02-20,shot,77,M,Black,Birmingham,AL,True,attack,Not fleeing,False,True,Over 75,armed,gun,gun,1,2,2015,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6863,2015-02-23,shot,16,M,Black,Millbrook,AL,False,attack,Not fleeing,False,True,Under 18,armed,gun,gun,1,2,2015,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6864,2015-03-11,shot,54,M,White,Bay Minette,AL,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,3,2015,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6865,2015-03-11,shot,53,M,White,Hoover,AL,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,3,2015,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6866,2015-03-19,shot,39,M,White,Lawrence County,AL,True,other,Not fleeing,True,True,30-44,armed,other weapon,knife/cutting instrument,1,3,2015,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6867,2015-05-25,shot,36,M,Black,Huntsville,AL,True,attack,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2015,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6868,2015-06-17,shot,40,F,White,Clanton,AL,False,attack,Car,False,True,30-44,armed,gun,gun,1,6,2015,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6869,2015-07-16,shot,29,M,White,Opp,AL,False,attack,Foot,False,True,18-29,armed,gun,gun,1,7,2015,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6870,2015-08-20,tasered and shot,50,M,White,Tuscaloosa,AL,True,attack,Not fleeing,False,True,45-59,unarmed,unarmed,unarmed,1,8,2015,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6871,2015-08-23,shot,36,M,White,Arab,AL,False,attack,Car,False,True,30-44,armed,gun,gun,1,8,2015,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6872,2015-09-12,shot,23,M,White,Sylacauga,AL,False,undetermined,Other,False,True,18-29,undetermined,undetermined,undetermined,1,9,2015,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6873,2015-09-19,shot,57,M,White,Washington County,AL,True,attack,Not fleeing,True,True,45-59,armed,gun,gun,1,9,2015,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6874,2015-10-04,shot,27,M,White,Muscle Shoals,AL,True,attack,Foot,False,True,18-29,armed,gun,gun,1,10,2015,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6875,2015-10-14,shot,57,M,Black,Monroeville,AL,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,10,2015,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6876,2015-10-31,shot,56,M,Black,Opelika,AL,False,other,Car,False,True,45-59,unarmed,unarmed,unarmed,1,10,2015,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6877,2016-01-17,tasered and shot,38,M,White,Rainbow City,AL,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2016,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6878,2016-01-20,shot,33,M,White,Meridianville,AL,False,other,Foot,True,True,30-44,armed,gun,gun,1,1,2016,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6879,2016-01-23,shot,43,M,White,Clanton,AL,False,other,Not fleeing,True,True,30-44,unarmed,unarmed,toy weapon,1,1,2016,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6880,2016-01-29,shot,41,F,White,Phenix City,AL,False,attack,Car,False,True,30-44,armed,other weapon,other weapon,1,1,2016,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6881,2016-02-25,shot,56,M,Black,Montgomery,AL,False,undetermined,Not fleeing,True,True,45-59,armed,other weapon,other weapon,1,2,2016,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6882,2016-02-28,shot,41,M,White,Ashville,AL,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,2,2016,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6883,2016-03-13,shot,26,M,White,Piedmont,AL,False,attack,Car,False,True,18-29,armed,gun,gun,1,3,2016,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6884,2016-04-03,shot,36,F,White,Macon County,AL,True,other,Not fleeing,True,True,30-44,armed,other weapon,other weapon,1,4,2016,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6885,2016-04-19,shot,38,M,White,Brooksville,AL,False,attack,Car,False,True,30-44,armed,gun,gun,1,4,2016,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6886,2016-05-28,shot,50,M,Black,Eastaboga,AL,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,5,2016,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6887,2016-06-04,shot,35,M,Black,Eufaula,AL,False,attack,Other,True,True,30-44,armed,gun,gun,1,6,2016,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6888,2016-06-09,shot,34,M,White,Birmingham,AL,False,attack,Car,False,True,30-44,armed,gun,gun,1,6,2016,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6889,2016-06-13,shot,18,M,Black,Mobile,AL,False,other,Not fleeing,False,True,Under 18,armed,gun,gun,1,6,2016,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6890,2016-06-18,shot,34,M,White,Huntsville,AL,False,attack,Not fleeing,True,True,30-44,unarmed,unarmed,toy weapon,1,6,2016,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6891,2016-06-22,shot,20,M,Black,Birmingham,AL,False,attack,Car,False,True,18-29,undetermined,undetermined,undetermined,1,6,2016,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6892,2016-07-07,shot,63,M,Black,Selma,AL,False,attack,Not fleeing,True,True,60-75,armed,gun,gun,1,7,2016,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6893,2016-07-29,shot,40,F,White,Homewood,AL,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,7,2016,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6894,2016-09-17,shot,45,M,White,Huntsville,AL,False,attack,Other,True,True,30-44,unarmed,unarmed,toy weapon,1,9,2016,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6895,2016-10-07,shot,42,M,White,Killeen,AL,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,10,2016,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6897,2016-10-22,shot,21,M,White,Westover,AL,True,other,Not fleeing,False,True,18-29,armed,other weapon,other weapon,1,10,2016,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6898,2016-11-06,shot,17,M,White,Phenix City,AL,False,other,Car,False,True,Under 18,undetermined,undetermined,undetermined,1,11,2016,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6899,2016-12-02,shot,33,M,White,Tuscumbia,AL,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,12,2016,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6901,2017-01-25,shot,37,M,White,Oxford,AL,True,attack,Car,False,True,30-44,undetermined,undetermined,undetermined,1,1,2017,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6902,2017-02-07,tasered and shot,18,M,White,Jackson County,AL,False,other,Not fleeing,False,True,Under 18,armed,other weapon,other weapon,1,2,2017,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6903,2017-05-07,shot,27,M,Black,Phenix City,AL,False,undetermined,Other,True,True,18-29,undetermined,undetermined,undetermined,1,5,2017,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6904,2017-05-12,shot,35,M,White,Baldwin County,AL,False,other,Not fleeing,False,True,30-44,unarmed,unarmed,unarmed,1,5,2017,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6905,2017-06-02,shot,29,M,Black,Abbeville,AL,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,6,2017,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6906,2017-06-24,shot,24,M,White,Deer Park,AL,False,other,Not fleeing,False,True,18-29,undetermined,undetermined,undetermined,1,6,2017,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6908,2017-07-18,shot,32,M,White,Clay,AL,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,7,2017,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6909,2017-08-17,shot,65,M,White,Crenshaw County,AL,False,undetermined,Not fleeing,False,True,60-75,undetermined,undetermined,undetermined,1,8,2017,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6910,2017-08-19,shot,32,M,White,Homewood,AL,False,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,8,2017,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6912,2017-09-18,shot,33,M,White,Piedmont,AL,True,other,Not fleeing,False,True,30-44,armed,gun,gun,1,9,2017,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6913,2017-09-20,shot,31,M,Black,Huntsville,AL,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,9,2017,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6914,2017-10-05,shot,40,M,White,Leeds,AL,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,10,2017,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6915,2017-10-12,shot,35,M,Black,Homewood,AL,True,attack,Foot,False,True,30-44,armed,gun,gun,1,10,2017,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6916,2017-10-19,tasered and shot,38,M,White,Birmingham,AL,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,10,2017,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6917,2017-10-26,shot,32,M,White,Fairhope,AL,False,attack,Other,False,True,30-44,armed,gun,gun,1,10,2017,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6918,2017-11-01,shot,27,M,Hispanic,Anniston,AL,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,11,2017,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6919,2017-11-03,shot,39,M,White,Ohatchee,AL,False,attack,Car,False,True,30-44,armed,gun,gun,1,11,2017,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6920,2017-11-18,shot,56,M,Black,Prichard,AL,False,other,Car,False,True,45-59,unarmed,unarmed,unarmed,1,11,2017,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6921,2017-11-23,shot,32,M,Black,Pell City,AL,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2017,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6922,2017-11-26,shot,31,M,White,Huntsville,AL,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2017,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6926,2018-01-06,shot,62,M,White,Birmingham,AL,False,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,1,2018,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6927,2018-02-14,shot,41,M,White,Mobile,AL,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,2,2018,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6928,2018-02-21,shot,21,M,Black,Montgomery,AL,False,attack,Foot,False,True,18-29,armed,gun,gun,1,2,2018,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6929,2018-03-05,shot,65,M,White,Barnwell,AL,False,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,3,2018,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6930,2018-03-27,shot,33,F,White,Montgomery,AL,False,attack,Car,False,True,30-44,armed,other weapon,other weapon,1,3,2018,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6931,2018-03-28,shot,64,M,White,Sylacauga,AL,False,attack,Car,False,True,60-75,undetermined,undetermined,undetermined,1,3,2018,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6932,2018-04-03,shot,49,M,White,Huntsville,AL,True,other,Not fleeing,True,True,45-59,armed,gun,gun,1,4,2018,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6933,2018-09-05,shot,33,M,White,Morris,AL,False,other,Car,False,True,30-44,undetermined,undetermined,undetermined,1,9,2018,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6934,2018-09-08,shot,63,M,White,Citronelle,AL,False,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,9,2018,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6936,2018-11-15,shot,60,M,White,Demopolis,AL,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,11,2018,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6937,2018-11-21,shot,48,M,Black,Talladega,AL,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,11,2018,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6938,2018-11-22,shot,21,M,Black,Hoover,AL,False,other,Not fleeing,False,True,18-29,armed,gun,gun,1,11,2018,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6939,2019-01-03,shot,27,M,Black,Millbrook,AL,False,other,Car,False,True,18-29,armed,gun,gun,1,1,2019,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6940,2019-01-10,shot,70,M,Black,Eclectic,AL,False,other,Not fleeing,False,True,60-75,armed,gun,gun,1,1,2019,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6941,2019-05-30,shot,32,F,Black,Huntsville,AL,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,5,2019,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6942,2019-06-15,shot,28,M,Black,Birmingham,AL,False,attack,Car,False,True,18-29,armed,gun,gun,1,6,2019,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6943,2019-07-17,shot,35,M,Black,Birmingham,AL,False,attack,Foot,False,True,30-44,armed,gun,gun,1,7,2019,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6944,2019-07-22,shot,53,M,White,Ranburne,AL,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,7,2019,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6945,2019-08-04,shot,65,M,White,Hanceville,AL,True,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,8,2019,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
6946,2019-08-28,shot,62,M,Black,Gordo,AL,True,other,Not fleeing,False,True,60-75,armed,other weapon,knife/cutting instrument,1,8,2019,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877
